id,title,state,agency,source,source_url,document_url,document_type,due_date,posted_date,last_checked_at,last_updated_at,budget_estimate,eligibility,eligibility_reason,fit_score,ai_recommendation,status,program_focus,keywords_matched,risks,summary
federal_register-2026-14359,Medicaid and Children's Health Insurance Program (CHIP) Generic Information Collection Activities: Proposed Collection; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/16/2026-14359/medicaid-and-childrens-health-insurance-program-chip-generic-information-collection-activities,Notice,,2026-07-16,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,55,Monitor,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;waiver,"Budget not explicitly stated;Policy signal, not a direct procurement","On May 28, 2010, the Office of Management and Budget (OMB) issued Paperwork Reduction Act (PRA) guidance related to the ""generic"" clearance process. Generally, this is an expedited process by which agencies may obtain OMB's approval of collection of information requests that are ""usually voluntary, low-burden, and uncontroversial collections,"" do not raise any substantive or policy issues, and do not require policy or methodological review. The process requires the submission of an overarching plan that defines the scope of the individual collections that would fall under its umbrella. On October 23, 2011, OMB approved our initial request to use the generic clearance process under control n..."
cms_provider-6jpm-sxkc,Home Health Care Agencies,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/6jpm-sxkc,Dataset update,2026-10-21,2026-07-15,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,54,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;provider data,"Budget not explicitly stated;Informational signal, not a direct procurement","A list of all Home Health Agencies that have been registered with Medicare. The list includes addresses, phone numbers, and quality measure ratings for each agency."
cms_provider-ccn4-8vby,Home Health Care - Patient Survey (HHCAHPS) 2025Q1 to 2025Q4,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/ccn4-8vby,Dataset update,2026-10-21,2026-07-15,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,54,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;provider data,"Budget not explicitly stated;Informational signal, not a direct procurement",Patient Data for Home Health Care (HHCAHPS) for 2025Q1 to 2025Q4
usaspending-CONT_AWD_36C10B24F0237_3600_47QTCK18D0029_4732,"DELOITTE CONSULTING LLP: THIS REQUIREMENT SHALL PROVIDE SUPPORT WHICH SHALL INCLUDE: CAPABILITY DELIVERY LIFECYCLE MANAGEMENT, ENHANCEMENT/DEVELOPMENT DELIVERY, CONFIGURATION, ADDITIONAL ENHANCEMENT/DEVELOPMENT DELIVERY, PTEMS ENHANCEMENTS AND DEVELOPMENT",Federal,"Department of Veterans Affairs, Department of Veterans Affairs",USAspending.gov Awards API,https://api.usaspending.gov/api/v2/search/spending_by_award/,https://www.usaspending.gov/search/,Recompete Signal,2027-06-30,2024-08-01,2026-07-23T22:01:44Z,2026-07-23T22:01:44Z,352404367,Review Needed,Award history signal; use incumbent and end date to prepare for recompete.,54,Review,Unreviewed,Review,,,"Recipient: DELOITTE CONSULTING LLP | Award ID: 36C10B24F0237 | NAICS: 541512 | PSC: DA10 | Recompete: Expiring soon | THIS REQUIREMENT SHALL PROVIDE SUPPORT WHICH SHALL INCLUDE: CAPABILITY DELIVERY LIFECYCLE MANAGEMENT, ENHANCEMENT/DEVELOPMENT DELIVERY, CONFIGURATION, ADDITIONAL ENHANCEMENT/DEVELOPMENT DELIVERY, PTEMS ENHANCEMENTS AND DEVELOPMENT"
usaspending-CONT_AWD_47QFMA24F0013_4732_47QTCK18D0029_4732,DELOITTE CONSULTING LLP: AWARD OF INFORMATION TECHNOLOGY GLOBAL ENTERPRISE MANAGEMENT SERVICES IT GEMS REQUIREMENT,Federal,"General Services Administration, Federal Acquisition Service",USAspending.gov Awards API,https://api.usaspending.gov/api/v2/search/spending_by_award/,https://www.usaspending.gov/search/,Recompete Signal,2027-08-14,2024-02-17,2026-07-23T22:01:44Z,2026-07-23T22:01:44Z,405775412,Review Needed,Award history signal; use incumbent and end date to prepare for recompete.,54,Review,Unreviewed,Review,,,Recipient: DELOITTE CONSULTING LLP | Award ID: 47QFMA24F0013 | NAICS: 541512 | PSC: DF01 | Recompete: Expiring soon | AWARD OF INFORMATION TECHNOLOGY GLOBAL ENTERPRISE MANAGEMENT SERVICES IT GEMS REQUIREMENT
usaspending-CONT_AWD_91003119F0003_9100_HHSN316201200002W_7529,"ACCENTURE FEDERAL SERVICES LLC: THIS TASK ORDER IS FOR AN ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE PLATFORMS AND SERVICES SOLUTION (ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE SOLUTION, AKA EWDCCPS, AKA DCC) THAT WILL ENABLE AN FSA-BRANDED OMNI-CHANNEL ENGAGEM...",Federal,"Department of Education, Department of Education",USAspending.gov Awards API,https://api.usaspending.gov/api/v2/search/spending_by_award/,https://www.usaspending.gov/search/,Recompete Signal,2027-02-19,2019-02-20,2026-07-23T22:01:44Z,2026-07-23T22:01:44Z,942150053,Review Needed,Award history signal; use incumbent and end date to prepare for recompete.,54,Review,Unreviewed,Review,,,"Recipient: ACCENTURE FEDERAL SERVICES LLC | Award ID: 91003119F0003 | NAICS: 541512 | PSC: R415 | Recompete: Expiring soon | THIS TASK ORDER IS FOR AN ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE PLATFORMS AND SERVICES SOLUTION (ENTERPRISE-WIDE DIGITAL AND CUSTOMER CARE SOLUTION, AKA EWDCCPS, AKA DCC) THAT WILL ENABLE AN FSA-BRANDED OMNI-CHANNEL ENGAGEMENT APPROACH LED BY A MOBILE-FIRST, MOBILE-COMPLETE, AND MOBILE-CONTINUOUS DIGITAL PLATFORM SUPPORTING THE COMPLETE LIFECYCLE OF STUDENT FINANCING."
usaspending-CONT_AWD_12314418F0020_1205_HHSN316201200002W_7529,ACCENTURE FEDERAL SERVICES LLC: USDA ENTERPRISE-SCALE FEDRAMP CERTIFIED CLOUD HOSTING SERVICES. IGF::OT::IGF,Federal,"Department of Agriculture, Office of the Chief Financial Officer",USAspending.gov Awards API,https://api.usaspending.gov/api/v2/search/spending_by_award/,https://www.usaspending.gov/search/,Recompete Signal,2027-05-31,2017-09-19,2026-07-23T22:01:44Z,2026-07-23T22:01:44Z,345140214,Review Needed,Award history signal; use incumbent and end date to prepare for recompete.,54,Review,Unreviewed,Review,,,Recipient: ACCENTURE FEDERAL SERVICES LLC | Award ID: 12314418F0020 | NAICS: 541512 | PSC: D305 | Recompete: Expiring soon | USDA ENTERPRISE-SCALE FEDRAMP CERTIFIED CLOUD HOSTING SERVICES. IGF::OT::IGF
federal_register-2026-14947,"Notice of Public Data Asset Release Under the Open, Public, Electronic, and Necessary (OPEN) Government Data Act",Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/23/2026-14947/notice-of-public-data-asset-release-under-the-open-public-electronic-and-necessary-open-government,Notice,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;SPA,"Budget not explicitly stated;Policy signal, not a direct procurement","In accordance with Title II of the Foundations for Evidence- Based Policymaking Act of 2018, known as the Open, Public, Electronic, and Necessary (OPEN) Government Data Act, CMS announces the forthcoming release of public data assets in open, machine-readable formats under an open license. These data are intended to support public engagement in identifying and preventing fraud, waste, and abuse, and to promote transparency and accountability. CMS has taken steps to ensure that the release of these data appropriately furthers transparency objectives consistent with the protection of sensitive information."
cms_provider-vxub-6swi,Home Health Care - Patient Survey (HHCAHPS) National Data 2025Q1 to 2025Q4,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/vxub-6swi,Dataset update,2026-10-21,2026-07-15,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement",National Data for Home Health Care - Patient Survey (HHCAHPS) for 2025Q1 to 2025Q4
cms_provider-m5jg-jg7i,Home Health Care - Patient Survey (HHCAHPS) State Data 2025Q1 to 2025Q4,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/m5jg-jg7i,Dataset update,2026-10-21,2026-07-15,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement",State Data for Home Health Care - Patient Survey (HHCAHPS) for 2025Q1 to 2025Q4
cms_provider-fa88-6ff2,Home Health Care - Patient Survey (HHCAHPS) Measure Dates 2025Q1 to 2025Q4,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/fa88-6ff2,Dataset update,2026-10-21,2026-07-15,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement",Measure Dates for Home Health Care - Patient Survey (HHCAHPS) for 2025Q1 to 2025Q4
federal_register-2026-13656,Medicare Program: Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems; and Quality Reporting Programs; Including the Hospital Outpatient Quality Reporting Program and Ambulatory Surgical Center Quality Program; Request for I...,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/07/2026-13656/medicare-program-hospital-outpatient-prospective-payment-and-ambulatory-surgical-center-payment,Proposed Rule,,2026-07-07,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Medicaid;CMS/Medicare;Interoperability,medicaid;medicare;prior authorization;SPA,"Budget not explicitly stated;Policy signal, not a direct procurement","This proposed rule would revise the Medicare Hospital Outpatient Prospective Payment System (OPPS) and the Medicare Ambulatory Surgical Center (ASC) payment system for calendar year 2027 based on our continuing experience with these systems. We also describe the changes to the amounts and factors used to determine the payment rates for Medicare services paid under the OPPS and those paid under the ASC payment systems. In addition, this proposed rule would update and refine the requirements for the Hospital Outpatient Quality Reporting Program and the Ambulatory Surgical Center Quality Reporting Program. There are no changes to the Rural Emergency Hospital Quality Reporting Program. We propo..."
federal_register-2026-12344,Request for Information (RFI): Pharmacy Benefit Manager Compensation and Data Collection,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/06/18/2026-12344/request-for-information-rfi-pharmacy-benefit-manager-compensation-and-data-collection,Proposed Rule,,2026-06-18,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,52,Review,Unreviewed,Procurement;Medicaid;CMS/Medicare,medicaid;medicare;RFI,"Budget not explicitly stated;Policy signal, not a direct procurement","This request for information (RFI) solicits technical input on the services and business practices of pharmacy benefit managers (""PBMs"") and their affiliates to inform implementation of recent legislation. It specifically focuses on gathering information to inform two specific legislative requirements that are effective beginning calendar year 2028: restrictions on the remuneration that PBMs and their affiliates may receive for services in connection with the utilization of covered Part D drugs; and data reporting requirements."
federal_register-2026-14897,Medicaid Program; Amending the Indirect Hold Harmless Threshold of Health Care-Related Taxes,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/23/2026-14897/medicaid-program-amending-the-indirect-hold-harmless-threshold-of-health-care-related-taxes,Proposed Rule,,2026-07-23,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","This proposed rule would revise standards for determining whether an indirect hold harmless arrangement exists for a health care- related tax. This proposed rule is necessary to implement a provision in the ""One Big Beautiful Bill Act,"" herein referred to as the ""Working Families Tax Cut (WFTC) legislation,"" which established new indirect hold harmless thresholds for health care-related taxes. Currently, the threshold for a State's collection of tax revenues is no more than 6 percent of net patient revenue attributable to the assessed permissible class of health care items or services. Effective October 1, 2026, the WFTC legislation generally sets the threshold equal to the applicable perce..."
federal_register-2026-14699,Agency Information Collection Activities: Proposed Collection; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/21/2026-14699/agency-information-collection-activities-proposed-collection-comment-request,Notice,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information (including each proposed extension or reinstatement of an existing collection of information) and to allow 60 days for public comment on the proposed action. Interested persons are invited to send comments regarding our burden estimates or any other aspect of this collection of information, including the necessity and utility of the proposed information collect..."
federal_register-2026-14583,Medicare Program; Inflation Reduction Act of 2022 (IRA) Medicare Drug Price Negotiation Program Draft Guidance; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/20/2026-14583/medicare-program-inflation-reduction-act-of-2022-ira-medicare-drug-price-negotiation-program-draft,Notice,,2026-07-20,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement",The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' draft guidance for the Medicare Drug Price Negotiation Program regarding manufacturer effectuation of the maximum fair price in 2028 for the implementation of the Inflation Reduction Act of 2022 (IRA) (Pub. L. 117-169). CMS' draft guidance and other IRA-related guidance can be viewed on the CMS website at https://www.cms.gov/priorities/medicare- prescription-drug-affordability/medicare-prescription-drug- affordability.
federal_register-2026-14394,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/17/2026-14394/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-17,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-14364,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/16/2026-14364/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-16,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-14087,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/14/2026-14087/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-14,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-13603,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/06/2026-13603/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-06,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-13465,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/02/2026-13465/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-02,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-13464,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/07/02/2026-13464/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-07-02,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
federal_register-2026-12945,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/06/26/2026-12945/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-06-26,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
cms_provider-v9e4-nwhh,Inpatient Rehabilitation Facility - Provider Data,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/v9e4-nwhh,Dataset update,,2026-06-24,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;provider data,"Budget not explicitly stated;Informational signal, not a direct procurement",A list of inpatient rehabilitation facilities with data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare.
cms_provider-fp6g-2gsn,Long-Term Care Hospital - Provider Data,Federal,Centers for Medicare & Medicaid Services (CMS),CMS Provider Data Catalog API,https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items,https://data.cms.gov/provider-data/dataset/fp6g-2gsn,Dataset update,,2026-06-24,2026-07-23T22:01:39Z,2026-07-23T22:01:39Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare;provider data,"Budget not explicitly stated;Informational signal, not a direct procurement",A list of long-term care hospitals with data on the quality of patient care measures shown on Long-Term Care Hospital Compare.
federal_register-2026-12328,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Federal Register API,https://www.federalregister.gov/api/v1/documents.json,https://www.federalregister.gov/documents/2026/06/18/2026-12328/agency-information-collection-activities-submission-for-omb-review-comment-request,Notice,,2026-06-18,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,50,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Policy signal, not a direct procurement","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information coll..."
medicaid-09998ea9-e7ae-5f49-8947-b70799847d02,Scorecard measure_value v3.9.79 (CMS Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/measure_value.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-7ca40c25-d5ac-5336-a4ef-4f553797eb8e,Scorecard state v3.9.79 (CMS Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/state.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-e28e9628-8a85-5df6-9ed3-b224e79e484a,Scorecard pillar v3.9.79 (CMS Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/pillar.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-d8a9b56a-8ae5-5a85-b06f-439f74a9d7f2,Scorecard version v3.9.79 (CMS Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/version.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
medicaid-dbc1b91e-4b0f-5e3b-b49d-8f668ddcc2fe,Scorecard measure v3.9.79 (CMS Test),Federal,Centers for Medicare and Medicaid Services,data.medicaid.gov Catalog API,https://data.medicaid.gov/api/1/metastore/schemas/dataset/items,https://download.medicaid.gov/data/scorecard/3.9.79/20260626/measure.csv,Dataset update,,2026-07-21,2026-07-23T22:01:38Z,2026-07-23T22:01:38Z,0,Review Needed,Public update; review source document for vendor relevance.,48,Review,Unreviewed,Medicaid;CMS/Medicare,CMS;medicaid;medicare,"Budget not explicitly stated;Informational signal, not a direct procurement","This is a dataset created for the Medicaid Scorecard website (https://www.medicaid.gov/state-overviews/scorecard/index.html), and is not intended for use outside that application."
